UNITNAME,CanBuild,BuiltBy,UnitNumber,DefaultMissionType,wpri_badTargetCategory,ActivateWhenBuilt,Description,MaxDamage,SelfDestructAs,buildangle,FootprintZ,MetalStorage,Copyright,DamageModifier,Version,BMcode,SIDE,BadTargetCategory,StandingFireOrder,Designation,BuildCostEnergy,WorkerTime,Builder,YardMap,Name,firestandorders,ShootMe,FootprintX,EnergyStorage,FrenchName,NoChaseCategory,Category,canattack,Weapon1,NoShadow,EnergyUse,SightDistance,downloadable,ThreeD,ZBuffer,ExplodeAs,BuildCostMetal,NoAutoFire,TEDClass,Corpse,GermanDescription,BuildTime,RadarDistance,ItalianDescription,WaterLine,ItalianName,canguard,Objectname,SoundCategory,GermanName,Frenchdescription,SpanishDescription,canstop,SpanishName,MinWaterDepth,MaxVelocity,StandingMoveOrder,MaxSlope,canpatrol,canmove,Upright,TurnRate,MaxWaterDepth,Acceleration,maneuverleashlength,MovementClass,Weapon3,wspe_badTargetCategory,BrakeRate,EnergyMake,mobilestandorders,SteeringMode,Ovradjust,Digger,canhover,Builddistance,CanReclamate,MetalMake,ImmuneToParalyzer,CantBeTransported,Init_cloaked,Stealth,CloakCost,HideDamage,CanCapture,wsec_badTargetCategory,Weapon2,candgun,Scale,cruisealt,BankScale,amphibious,Canfly,sortbias,selfdestructcountdown,ExtractsMetal,onoffable,transportsize,canload,transportcapacity,transportmaxunits,Floater,Antiweapons,MakesMetal,SonarDistance,PitchScale,IsAirBase,ai_limit,ai_weight,HoverAttack,CloakCostMoving,HealTime,ShowPlayerName,norestrict,mincloakdistance,RadarDistanceJam,PigLatinName,PigLatinDescription,JapaneseName,canbuild,IsFeature,kamikazedistance,kamikaze,TidalGenerator,canland,canresurrect,canrepair,resurrect,istargetingupgrade,Commander,attackrunlength,altfromsealevel,MoveRate1,WindGenerator,
ARMAWAC,,ARMAAP ARMAPLAT ,239,VTOL_standby,AIR,n/a,Radar & Jamming Plane,440,BIG_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,1,ARM,AIR,n/a,AFD-AR,8062,0,0,n/a,Eagle,n/a,1,3,0,Eagle,AIR,ARM AIR MOB NSUB NSHP NSTN FLM NLND NEXP NNUK ALL LEV2 CTRL_R,1,NULL_WEAPON,n/a,75,448,1,1,1,BIG_UNITEX,165,0,VTOL,n/a,Radarflugzeug,12819,1792,Radar aereo,n/a,Eagle,1,ARMAWAC,ARM_ARADAR,Eagle,Avion de radar,Radar aéreo,1,Eagle,n/a,9.2,1,10,1,1,n/a,356,255,0.095,1280,n/a,n/a,n/a,4,0,1,1,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,160,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,448,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMACSA,ARMEPLAT ARMATL ARMUWMOHO ARMUWMMM ARMUWFUS ARMASON ARMPLAT ,ARMAPLAT ,18,VTOL_standby,n/a,n/a,Tech Level 2 (Amphibious),540,BIG_UNITEX,n/a,2,50,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,1,ARM,n/a,n/a,ARM-AWCA3,16104,180,1,n/a,Adv. Construction Seaplane,n/a,1,2,50,n/a,n/a,ARM AIR MOB NSUB NSHP FLM NLND NEXP NNUK ALL LEV2 CTRL_B,n/a,n/a,n/a,0.1,288,n/a,1,1,BIG_UNIT,575,0,CNSTR,n/a,n/a,21740,32,n/a,n/a,n/a,1,ARMACSA,ARM_CVTOL,n/a,n/a,n/a,1,n/a,n/a,6.5,1,10,1,1,n/a,120,255,0.05,1280,n/a,n/a,n/a,1.5,6,1,1,1,n/a,n/a,150,1,0.2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,70,1.5,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMFIG,,ARMAP ARMPLAT ,31,VTOL_standby,AIR,n/a,Fighter,314,SMALL_UNIT,n/a,2,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,1,ARM,NAIR,2,AFD-J9,4851,0,n/a,n/a,Freedom Fighter,1,1,2,0,Libérator,n/a,ARM AIR MOB NSUB NSHP NSTN FLM NLND NEXP NNUK ALL LEV1 CTRL_P CTRL_O CTRL_W,1,EMG_VTOL_MINI,n/a,0.7,352,n/a,1,1,SMALL_UNITEX,99,0,VTOL,n/a,Jäger,9182,24,Caccia,n/a,Freedom Fighter,1,ARMFIG,ARM_VTOL,Freedom Fighter,Chasseur,Caza,1,Freedom Fighter,n/a,11.25,1,10,1,1,n/a,512,255,0.35,1280,n/a,MISSILE_VTOL,NAIR,6,0.7,1,1,1,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,110,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a,
ARMMANNI,,ARMAVP ARMNOMAD_FACT ,269,Standby,AIR,1,Mobile Energy Weapon (2.5K Energy/Shot),6175,UNIT_BLASTSML,n/a,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,1,ALL,AIR,2,ARM-HA8,34954,0,0,n/a,Penetrator,1,1,4,0,Pénétrator,AIR,ARM MOB NAIR NSUB NSHP NEXP NNUK ALL LEV2 CTRL_G CTRL_V CTRL_W,1,BLOD_MANNI,n/a,5.2,480,1,1,1,UNIT_BLASTSML,2604,0,TANK,armmanni_dead,Mobiler Energiewerfer,44633,40,Arma mobile a energia,n/a,Penetrator,1,ARMMANNI,ARM_TANK,Penetrator,Canon à énergie mobile,Arma de energía móvil,1,Penetrador,n/a,0.8,1,12,1,1,n/a,184,0,0.004,640,TANKSH4,n/a,n/a,0.01,5.2,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMMINE1,,ARMMLV ARMSPY ,204,Standby_Mine,n/a,0,Low Damage/Area Mine,8,CRAWL_BLASTSML,n/a,1,0,Copyright 1997 Humongous Entertainment. All rights reserved.,100,1.2,0,ARM,n/a,2,EG-1,512,0,0,o,Light Mine,1,n/a,1,0,n/a,n/a,ARM NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_M,0,n/a,n/a,0,64,1,1,1,CRAWL_BLASTSML,16,0,SPECIAL,n/a,n/a,150,0,n/a,n/a,n/a,0,ARMMINE1,MINE,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,15,0,0,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,1,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORFUS_UPGRADE,,CORFUS ,14026,SELFDESTRUCTFG,AIR,n/a,Increases Maximum Damage (4x),4000,NOWEAPON,n/a,0,n/a,Copyright 1997 Humongous Entertainment. All rights reserved.,0,1,1,CORE,AIR,n/a,STTA,33738,n/a,0,n/a,Fusion Reactor Shield Upgrade,1,1,0,n/a,n/a,AIR,CORE NAIR NSUB NSHP NLND NEXP ALL LEV3,1,n/a,n/a,0,96,1,1,1,NOWEAPON,4130,0,SPECIAL,n/a,n/a,62225,0,n/a,n/a,n/a,n/a,CORFUS_UPGRADE,CORE_ESTOR,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,60,n/a,1,1,1,0,0,640,n/a,n/a,n/a,1,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,1,1,1,1,0,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMFUS_UPGRADE,,ARMFUS ,14026,SELFDESTRUCTFG,AIR,n/a,Increases Maximum Damage (4x),3875,NOWEAPON,n/a,0,n/a,Copyright 1997 Humongous Entertainment. All rights reserved.,0,1,1,ARM,AIR,n/a,STTA,33317,n/a,0,n/a,Fusion Reactor Armor Upgrade,1,1,0,n/a,n/a,AIR,ARM NAIR NSUB NSHP NLND NEXP ALL LEV3,1,n/a,n/a,0,96,1,1,1,NOWEAPON,4065,0,SPECIAL,n/a,n/a,61886,0,n/a,n/a,n/a,n/a,ARMFUS_UPGRADE,ARM_ESTOR,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,60,n/a,1,1,1,0,0,640,n/a,n/a,n/a,1,0,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,1,1,1,1,0,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMMOHO,,ARMCOM_SUP ARMACA ARMACK ARMACV ARMACH ,49,n/a,n/a,1,Advanced Metal Extractor,3146,LARGE_BUILDING,2048,5,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,ARM,n/a,n/a,AM-MME,8700,0,0,ooooo ooooo ooooo ooooo ooooo ,Moho Extractor,n/a,n/a,5,0,Mine Moho,n/a,ARM BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV2,n/a,n/a,n/a,25,192,n/a,1,1,LARGE_BUILDINGEX,754,0,METAL,armmoho_dead,Verbesserter Metallextractor,17875,0,Estrattore di metallo avanzato,n/a,Estrattore Moho,n/a,ARMMOHO,ARM_MOHO,Moho-Mine,Extracteur de métal évolué,Extractor avanzado de metal,n/a,Mina Moho,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.003,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORHJAM,,CORAHP CORFAHP ,402,Standby,MOBILE,1,Radar-Jamming Hovercraft,525,BIG_UNIT,n/a,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.0,1,CORE,MOBILE,n/a,CORE-HOVERJAMMER,3920,0,0,n/a,Blotter,n/a,1,3,0,n/a,MOBILE,CORE MOB NAIR NSUB NSHP NEXP NNUK ALL LEV1 CTRL_H CTRL_R,1,NULL_WEAPON,n/a,50,448,1,1,1,BIG_UNITEX,185,0,TANK,corhjam_dead,n/a,7235,0,n/a,n/a,n/a,1,CORHJAM,CORE_HJAM,n/a,n/a,n/a,1,n/a,n/a,1.35,1,16,1,1,n/a,720,0,0.08,640,TANKHOVER3,n/a,n/a,0.07,0,1,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,448,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORFDRAG,,CORCS CORCH CORCOM CORCSA CORDECOM CORCOM_SUP ,218,n/a,n/a,n/a,Perimeter Defense,3000,n/a,8192,2,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,0,CORE,n/a,n/a,WB-S,575,0,0,w,Shark's Teeth,n/a,n/a,2,0,Dent de dragon flottante,n/a,CORE BLDG NAIR NSUB NSHP LEV1 NLND NEXP NNUK ALL,n/a,n/a,n/a,0,128,1,1,1,n/a,21,0,FORT,FloatingTeeth_core,Schwimmender Drachenzahn,1000,0,Denti del Drago galleggianti,3,Denti del Drago,n/a,CORFDRAG,NONE,Drachenzahn,Périmètre de défense marin,Dragon's Teeth flotante,n/a,Dragon's Teeth,1,n/a,n/a,32,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORMAKR,,CORDECOM CORMPAD CORCOM_SUP CORCA CORCK CORCV CORCH CORCOM ,116,n/a,n/a,1,Converts Energy into Metal (100/1),150,SMALL_BUILDING,8192,3,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,CORE,n/a,n/a,MM-15,933,0,0,oooo oooo oooo,Metal Maker,n/a,n/a,4,0,Métallo,n/a,CORE BLDG NAIR NSUB NSHP NLND NEXP NNUK ALL LEV1 CTRL_J,n/a,n/a,n/a,100,192,1,1,1,SMALL_BUILDINGEX,26,0,METAL,cormakr_dead,Wandelt Energie in Metall um,2682,0,Fabbrica metalli,n/a,Generatore di Metallo,n/a,CORMAKR,CORE_MAKER,Metallgenerator,Transforme le métal en énergie,Produce metal,n/a,Productor de Metal,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMANNI,,ARMCOM_SUP ARMACA ARMACK ARMACV ARMACH ,7,GUARD_NOMOVE,LEV1,n/a,Energy Weapon (5K Energy/Shot),7755,ATOMIC_BLASTSML,n/a,4,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,0,ARM,AIR,2,ARM-ANN1,125125,0,0,oooo oooo oooo oooo,Annihilator,1,1,4,0,Exterminator,n/a,ARM BLDG NAIR NSUB NSHP NLND NEXP ALL LEV2 CTRL_X,1,BLOD_ANNI,n/a,0,768,n/a,1,1,ATOMIC_BLAST,6225,1,FORT,armanni_dead,Feuert Energiegeschosse,93840,1536,Arma energetica,n/a,Annihilator,1,ARMANNI,ARM_ANNI,Annihilator,Canon à énergie,Arma de Energía,1,Aniquilador,n/a,n/a,n/a,10,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMASPID,,ARMELAB ,31902,Standby,MOB,0,Mobile EMP Stun Kbot (4.8K Energy/Shot),23625,PARALYZER_EMP,n/a,6,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.2,3.1,1,ARM,AIR,2,ARM-STUNX1,1200100,0,0,n/a,Gorgon,1,1,6,0,n/a,AIR,ARM BIG MOB NAIR NSUB NSHP NEXP ALL LEV3  CTRL_G CTRL_K CTRL_W,1,PARALYZER_EMP_BLAST,n/a,2.5,896,1,1,1,UNIT_BLAST,19075,1,KBOT,armaspid_dead,n/a,300025,64,n/a,n/a,n/a,1,ARMASPID,SPEC,n/a,n/a,n/a,1,n/a,n/a,1.25,0,10,1,1,n/a,360,0,0.015,640,TANKSH6,n/a,n/a,0.027,0.5,1,1,1,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,MOB,STUN_BLAST,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMSPY,ARMMINE1 ARMMINE7 ARMMINE4 ARMMINE5 ARMMINE3 ARMMINE2 ARMMINE6 ,ARMNOMAD_FACT ARMALAB ,280,Standby,n/a,1,"Spy Kbot (Amphibious, Cloakable, Radar Jammed)",270,BIG_UNIT,n/a,2,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,1,ARM,n/a,n/a,ARM-KML,27657,30,1,n/a,Infiltrator,n/a,1,2,0,Infiltrateur,n/a,ARM MOB NAIR NSUB NSHP NEXP NNUK ALL LEV2,n/a,RANGE_3584,n/a,50,512,1,1,1,BIG_UNITEX,512,0,KBOT,armspy_dead,Spionage-Kbot,33946,1024,Kbot spia,n/a,Infiltrator,1,ARMSPY,ARM_SPY,Infiltrator,Kbot Espion,Kbot Espía,1,Infiltrator,n/a,2,1,32,1,1,1,1250,112,0.2,640,TANKDS2,RANGE_8064,n/a,0.16,0.8,1,2,1,n/a,n/a,40,n/a,n/a,1,n/a,1,n/a,50,n/a,n/a,n/a,RANGE_5376,n/a,n/a,n/a,n/a,1,n/a,n/a,0,n/a,1,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,400,n/a,n/a,n/a,60,64,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORBSUB,,CORESY ,277,Standby,NSHP,1,Battle Submarine,24480,UNIT_BLAST,n/a,11,0,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1.2,1,CORE,NSHP,2,ASD-SK,249250,0,0,n/a,Hammerhead,1,1,11,0,n/a,AIR,CORE BIG MOB NAIR NLND NEXP NNUK ALL LEV3 CTRL_N CTRL_U CTRL_W,1,TORPEDO_BSUB_CORE,n/a,0.5,672,1,1,1,UNIT_BLAST,12125,0,SHIP,corbsub_dead,n/a,192836,48,n/a,25,n/a,1,CORBSUB,CORE_SUB,n/a,n/a,n/a,1,n/a,1,1.5,1,n/a,1,1,1,108,n/a,0.01,640,BOATD11,TORPEDO_BSUB_CORE,NSHP,0.012,0.5,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,NSHP,TORPEDO_BSUB_CORE,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,896,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMSFOIL,,ARMFAB ARMEPLAT ,387563,VTOL_standby,MOB,n/a,Air/Ground Superiority Fighter,1920,BIG_UNIT,n/a,2,n/a,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,1,ARM,MOB,2,AFD-J9,37705,n/a,n/a,n/a,Vertigo,1,1,2,n/a,n/a,NAIR,ARM AIR MOB NSUB NSHP NSTN FLM NLND NEXP NNUK ALL LEV2 CTRL_P CTRL_O CTRL_W,1,SFOIL_LASER,n/a,20,672,n/a,1,1,BIG_UNITEX,1026,n/a,VTOL,n/a,n/a,39460,1344,n/a,n/a,n/a,1,ARMSFOIL,ARM_VTOL,n/a,n/a,n/a,1,n/a,n/a,11.25,1,10,1,1,n/a,640,255,0.3,640,n/a,MISSILE_SFOIL,MOB,12,0,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,180,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a,
ARMCSA,ARMUWMEX ARMFGUARD ARMVP ARMSY ARMUWMFUS ARMSONAR ARMUWMS ARMFLLT ARMFDRAG ARMTL ARMFRT ARMFHLT ARMFMKR ARMAPLAT ARMPLAT ARMTIDE ARMFHP ARMLAB ARMUWES ,ARMPLAT ,18,VTOL_standby,n/a,n/a,Tech Level 1 (Amphibious),420,BIG_UNITEX,n/a,2,25,Copyright 1997 Humongous Entertainment. All rights reserved.,0.25,1,1,ARM,n/a,n/a,ARM-WCA3,6104,60,1,n/a,Construction Seaplane,n/a,1,2,25,Hydravion de construction,n/a,ARM AIR MOB NSUB NSHP FLM NLND NEXP NNUK ALL LEV1 CTRL_B,n/a,n/a,n/a,0.1,288,n/a,1,1,BIG_UNIT,270,0,CNSTR,n/a,Tech Level 2,10740,32,Tecnologia Livello 1,n/a,Idrovolante da costruzione,1,ARMCSA,ARM_CVTOL,Bau-Wasserflugzeug,Niveau Tech 2,Nivel Tecn. 1,1,Hidroavión de Construcción,n/a,6.5,1,10,1,1,n/a,120,255,0.05,1280,n/a,n/a,n/a,1.5,6,1,1,1,n/a,n/a,150,1,0.2,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,70,1.5,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
ARMMARK,,ARMNOMAD_FACT ARMALAB ,168,Standby,MOB,1,Radar Kbot,288,BIG_UNIT,n/a,2,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1.2,1,ARM,MOB,n/a,ARM-MRB,1152,0,0,n/a,Marky,n/a,1,2,0,Marker,MOB,ARM MOB NAIR NSUB NSHP NEXP NNUK ALL LEV2 CTRL_G CTRL_K CTRL_R,1,NULL_WEAPON,n/a,25,384,1,1,1,BIG_UNITEX,95,0,KBOT,armmark_dead,Mobiler Radar-KBot,3800,1792,KBot radar mobile,n/a,Marker,1,ARMMARK,ARM_KRADAR,Marker,Radar KBot,Radar KBot,1,Marker,n/a,1.25,1,16,1,1,n/a,505,0,0.045,640,TANKSH2,n/a,n/a,0.018,0,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
CORCARRY,,CORASY ,92,Standby,NAIR,1,Escort Carrier,10500,UNIT_BLAST,16384,6,0,Copyright 1997 Humongous Entertainment. All rights reserved.,n/a,1,1,CORE,NAIR,n/a,SB-3-VT,58575,300,1,n/a,Hive,n/a,1,6,0,Ruche,AIR,CORE MOB NAIR NSUB NLND NEXP ALL LEV2 CTRL_L CTRL_R,n/a,ANTI_NUKE,n/a,50,896,n/a,1,1,UNIT_BLAST,1724,0,SHIP,corcarry_dead,Leichter Flugzeugträger,50542,2688,Portaerei leggera,n/a,Hive,1,CORCARRY,CORE_SHIP,Hive,Porte-avions léger,Transporte ligero,1,Hive,12,1.8,1,n/a,1,1,n/a,112,n/a,0.018,640,BOATS6,n/a,n/a,0.01,50,1,1,1,n/a,n/a,180,1,0.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
